dataset,model,reference,metric,mean,median,q1,q3,iqr,ci_low,ci_high,valid
vggss,lambda050k_best,cram_c3_stage2,gt_response,-0.10365933321251644,-0.06224134564399719,-0.2004324048757553,0.017422035336494446,0.21785444021224976,-0.10815723891455978,-0.0990102504672305,5156
vggss,lambda050k_best,cram_c3_stage2,nearfp_response,-0.08197710938054352,-0.04563659429550171,-0.17926999926567078,0.03590625524520874,0.21517625451087952,-0.08654312009881869,-0.07751507960766407,5075
vggss,lambda050k_best,short_step000,gt_nearfp_gap,-0.008318435935110882,-0.012713313102722168,-0.06279194355010986,0.04326373338699341,0.10605567693710327,-0.010830923698805823,-0.005699259755756763,5075
vggss,lambda050k_best,short_step000,gt_vs_nearfp_auroc,-0.02781670392439778,-0.0186767578125,-0.114715576171875,0.06870269775390625,0.18341827392578125,-0.03267269426551352,-0.023389938905011388,5075
vggss,lambda050k_best,short_step000,coverage,-0.1183865264688207,-0.001405143384602514,-0.3341490273085179,0.11050210737645569,0.44465113468497364,-0.12795799821687467,-0.10845752486366178,5158
vggss,lambda050k_best,short_step000,precision,-0.10942482998041866,-0.07370838037015631,-0.19217812730761388,-0.00048592929178387437,0.19169219801583,-0.11480075129562672,-0.10436987438029288,5158
vggss,lambda050k_best,short_step000,pred_area_ratio,0.04701703976411716,0.07433832908163263,-0.13123305963010207,0.22388691804846939,0.35511997767857145,0.04063560420093663,0.05342998307068077,5158
vggss,lambda050k_best,short_step000,gt_response,-0.07116303034054507,-0.037172287702560425,-0.17719192802906036,0.05111466348171234,0.2283065915107727,-0.07594041482361555,-0.06644823119292488,5156
vggss,lambda050k_best,short_step000,nearfp_response,-0.06391619791244639,-0.0339435338973999,-0.1688658893108368,0.058148473501205444,0.22701436281204224,-0.06842740849335793,-0.05928079567467931,5075
vggss,lambda050k_latest,cram_c3_stage2,gt_nearfp_gap,-0.03612748101280241,-0.041444092988967896,-0.09318938851356506,0.016403667628765106,0.10959305614233017,-0.03859958382842723,-0.03361337813033993,5075
vggss,lambda050k_latest,cram_c3_stage2,gt_vs_nearfp_auroc,-0.02999132187431318,-0.028594970703125,-0.12921142578125,0.06906890869140625,0.19828033447265625,-0.03471035213366585,-0.025288088263692228,5075
